x,y,r
N_INDEX2_CDLNLCD11_PCT_WS,AG_HYDRIC_PCT_WS,-0.22544546784681846
N_INDEX2_CDLNLCD11_PCT_WS,AG_H2O_USE_05_WS,-0.8092522084592942
N_INDEX2_CDLNLCD11_PCT_WS,PCT_IMPERVIOUSNESS2011_MEAN_WS,-0.3725147105292047
N_INDEX2_CDLNLCD11_PCT_WS,DITCH_DRAINAGE_WS_PCT,-0.486929553688625
N_INDEX2_CDLNLCD11_PCT_WS,ICLUS_IC_DIFF_PCT,-0.42581322393826565
N_INDEX2_CDLNLCD11_PCT_WS,CROP_MH_URB_CDLNLCD11_PCT_RZ,-0.7473122954817224
PCT_FOREST_REMAIN,elevation,0.32975625878251846
PCT_FOREST_REMAIN,daylen_hr,0.5833593128146717
PCT_FOREST_REMAIN,PCT_WETLANDS_REMAINING,0.29355548910074974
PCT_FOREST_REMAIN,spei24,0.20020146425188937
PCT_FOREST_REMAIN,tmin_noaa,0.1274489555592443
PCT_FOREST_REMAIN,tmax_noaa,0.10059408094110073
PCT_FOREST_REMAIN,N_INDEX2_CDLNLCD11_PCT_HAZ,-0.165207850344411
PCT_FOREST_REMAIN,pmdi_noaa,0.23292990554344775
PCT_FOREST_REMAIN,pdsi_noaa,0.2373113134399924
PCT_FOREST_REMAIN,phdi_noaa,0.16026284543974373
PCT_FOREST_REMAIN,N_INDEX_CDLNLCD11_PCT_HAZ,-0.21819643007245976
PCT_FOREST_REMAIN,DASYMETRIC_POPULATION_DEN_RZ,0.31777378114357463
PCT_FOREST_REMAIN,NRSA_AQUATIC_COND_MEAN,0.19431303249166906
PCT_FOREST_REMAIN,latitude_dd,0.680464302840679
PCT_FOREST_REMAIN,DAM_DENSITY_PER_KM_STRM,0.07851723427765582
PCT_FOREST_REMAIN,ROADS_ALL_DENSITY_2014_RZ,0.5487164677228173
PCT_FOREST_REMAIN,spei12,-0.05438768606807414
PCT_FOREST_REMAIN,longitude_dd,-0.44338543798537433
PCT_FOREST_REMAIN,MEAN_WILDFIRE_RISK,-0.12007443936145888
PCT_FOREST_REMAIN,HVH_WILDFIRE_RISK_PCT,0.08250859587864888
PCT_FOREST_REMAIN,ECOREGION2013L3_1STCODE,-0.013429583761256428
PCT_FOREST_REMAIN,ROAD_2015_STRM_X_DENS_WS,-0.11057722154824622
PCT_FOREST_REMAIN,capt_yr,0.06929663059269464
PCT_FOREST_REMAIN,pcpn_noaa,0.09551918033317933
PCT_FOREST_REMAIN,capt_mon,-0.3339024067748427
PCT_FOREST_REMAIN,DOM_H2O_USE_MGD_2005_WS,0.14622208702011494
PCT_FOREST_REMAIN,DASYMETRIC_POPULATION_DEN_WS,0.13446287008000427
PCT_FOREST_REMAIN,IND_H2O_USE_MGD_WS,0.1163801733362691
PCT_FOREST_REMAIN,areasqkm,0.0361944487960061
PCT_FOREST_REMAIN,U_INDEX2_CHG_2001_11_PCT_RZ,0.2766443332561122
PCT_FOREST_REMAIN,GAP_PROT_1_2_PCT_WS,0.2554763232206416
PCT_FOREST_REMAIN,U_INDEX2_CHG_2001_11_PCT_WS,0.3589532117034451
PCT_FOREST_REMAIN,DAM_STORAGE_RATIO,-0.2806501894506405
PCT_FOREST_REMAIN,U_INDEX_CHG_2001_11_PCT_RZ,0.17782143675779527
PCT_FOREST_REMAIN,U_INDEX_CHG_2001_11_PCT_WS,0.21741997935331633
PCT_FOREST_REMAIN,NFHP15_HCI_LOCAL_WS,-0.6332972756988198
PCT_FOREST_REMAIN,MINET_DEN,-0.46745591297150374
PCT_FOREST_REMAIN,AG_HYDRIC_PCT_WS,-0.3167316612502139
PCT_FOREST_REMAIN,AG_H2O_USE_05_WS,-0.4758463107943607
PCT_FOREST_REMAIN,PCT_IMPERVIOUSNESS2011_MEAN_WS,-0.4007876167037285
PCT_FOREST_REMAIN,DITCH_DRAINAGE_WS_PCT,-0.26958103375299164
PCT_FOREST_REMAIN,ICLUS_IC_DIFF_PCT,-0.44064034831694865
PCT_FOREST_REMAIN,CROP_MH_URB_CDLNLCD11_PCT_RZ,-0.6676447536066803
elevation,daylen_hr,0.2804780001869752
elevation,PCT_WETLANDS_REMAINING,0.5454794969181515
elevation,spei24,0.2809945610674427
elevation,tmin_noaa,0.26112267661194466
elevation,tmax_noaa,0.2662585324160455
elevation,N_INDEX2_CDLNLCD11_PCT_HAZ,0.6804948328436308
elevation,pmdi_noaa,0.28482884388915697
elevation,pdsi_noaa,0.26554773644235935
elevation,phdi_noaa,0.22180763380584692
elevation,N_INDEX_CDLNLCD11_PCT_HAZ,0.6570432370900383
elevation,DASYMETRIC_POPULATION_DEN_RZ,0.5257967089828368
elevation,NRSA_AQUATIC_COND_MEAN,-0.013840668412727202
elevation,latitude_dd,0.16458611560460823
elevation,DAM_DENSITY_PER_KM_STRM,0.4561585057596846
elevation,ROADS_ALL_DENSITY_2014_RZ,0.24948777924111537
elevation,spei12,0.06693615922032119
elevation,longitude_dd,0.48608304666966734
elevation,MEAN_WILDFIRE_RISK,-0.23295463790777032
elevation,HVH_WILDFIRE_RISK_PCT,-0.30775691773636843
elevation,ECOREGION2013L3_1STCODE,-0.048476236100926204
elevation,ROAD_2015_STRM_X_DENS_WS,0.15419342457283694
elevation,capt_yr,-0.09303416670965747
elevation,pcpn_noaa,0.0032770173054936604
elevation,capt_mon,-0.12181568194170125
elevation,DOM_H2O_USE_MGD_2005_WS,0.21194264238521351
elevation,DASYMETRIC_POPULATION_DEN_WS,0.25128839472314984
elevation,IND_H2O_USE_MGD_WS,0.26887078207620013
elevation,areasqkm,-0.519285128974224
elevation,U_INDEX2_CHG_2001_11_PCT_RZ,0.0802103361054617
elevation,GAP_PROT_1_2_PCT_WS,-0.0697520279798585
elevation,U_INDEX2_CHG_2001_11_PCT_WS,-0.10909772753208291
elevation,DAM_STORAGE_RATIO,-0.08446843776753855
elevation,U_INDEX_CHG_2001_11_PCT_RZ,0.09022519968437559
elevation,U_INDEX_CHG_2001_11_PCT_WS,-0.06864297691882433
elevation,NFHP15_HCI_LOCAL_WS,-0.468652048696385
elevation,MINET_DEN,-0.19367893164245992
elevation,AG_HYDRIC_PCT_WS,-0.3064086753085342
elevation,AG_H2O_USE_05_WS,-0.10332853005703295
elevation,PCT_IMPERVIOUSNESS2011_MEAN_WS,-0.11720043012476329
elevation,DITCH_DRAINAGE_WS_PCT,-0.3016469547547127
elevation,ICLUS_IC_DIFF_PCT,-0.2673733998976312
elevation,CROP_MH_URB_CDLNLCD11_PCT_RZ,-0.29819660075902604
daylen_hr,PCT_WETLANDS_REMAINING,-0.017389701726750216
daylen_hr,spei24,0.19308314777136446
daylen_hr,tmin_noaa,0.3640884839042522
daylen_hr,tmax_noaa,0.30531306745938785
daylen_hr,N_INDEX2_CDLNLCD11_PCT_HAZ,0.0026685699758597966
daylen_hr,pmdi_noaa,0.29168107298746604
daylen_hr,pdsi_noaa,0.24998647860489287
daylen_hr,phdi_noaa,0.2284524451418162
daylen_hr,N_INDEX_CDLNLCD11_PCT_HAZ,-0.027549459395651083
daylen_hr,DASYMETRIC_POPULATION_DEN_RZ,0.234728653281546
daylen_hr,NRSA_AQUATIC_COND_MEAN,0.04691419182981904
daylen_hr,latitude_dd,0.39328157089041693
daylen_hr,DAM_DENSITY_PER_KM_STRM,0.09801984172758772
daylen_hr,ROADS_ALL_DENSITY_2014_RZ,0.43879822811700014
daylen_hr,spei12,-0.00909299396370072
daylen_hr,longitude_dd,-0.267127906212324
daylen_hr,MEAN_WILDFIRE_RISK,-0.18807174995167855
daylen_hr,HVH_WILDFIRE_RISK_PCT,-0.10483336221548567
daylen_hr,ECOREGION2013L3_1STCODE,0.06978032372672502
daylen_hr,ROAD_2015_STRM_X_DENS_WS,0.1393592537921981
daylen_hr,capt_yr,-0.12094662370787355
daylen_hr,pcpn_noaa,-0.0015347377942065822
daylen_hr,capt_mon,-0.5488648462469381
daylen_hr,DOM_H2O_USE_MGD_2005_WS,0.0970516100070115
daylen_hr,DASYMETRIC_POPULATION_DEN_WS,0.08084450491631238
daylen_hr,IND_H2O_USE_MGD_WS,0.03384311877223516
daylen_hr,areasqkm,0.03380039508937399
daylen_hr,U_INDEX2_CHG_2001_11_PCT_RZ,0.06079467296896844
daylen_hr,GAP_PROT_1_2_PCT_WS,-0.05584143647866713
daylen_hr,U_INDEX2_CHG_2001_11_PCT_WS,0.020775899288669145
daylen_hr,DAM_STORAGE_RATIO,-0.11299499489814402
daylen_hr,U_INDEX_CHG_2001_11_PCT_RZ,-0.028702940468059435
daylen_hr,U_INDEX_CHG_2001_11_PCT_WS,-0.06672036542623223
daylen_hr,NFHP15_HCI_LOCAL_WS,-0.5266353962230501
daylen_hr,MINET_DEN,-0.24986587362950985
daylen_hr,AG_HYDRIC_PCT_WS,-0.3068721145890594
daylen_hr,AG_H2O_USE_05_WS,-0.22629002659027825
daylen_hr,PCT_IMPERVIOUSNESS2011_MEAN_WS,-0.20728622300724658
daylen_hr,DITCH_DRAINAGE_WS_PCT,-0.3581963435180799
daylen_hr,ICLUS_IC_DIFF_PCT,-0.23206207050042305
daylen_hr,CROP_MH_URB_CDLNLCD11_PCT_RZ,-0.38006036256861025
PCT_WETLANDS_REMAINING,spei24,0.12783604119697545
PCT_WETLANDS_REMAINING,tmin_noaa,0.05336628933429284
PCT_WETLANDS_REMAINING,tmax_noaa,0.07798802150097854
PCT_WETLANDS_REMAINING,N_INDEX2_CDLNLCD11_PCT_HAZ,0.3254360416156506
PCT_WETLANDS_REMAINING,pmdi_noaa,0.13469089408157217
PCT_WETLANDS_REMAINING,pdsi_noaa,0.17667675873530955
PCT_WETLANDS_REMAINING,phdi_noaa,0.037581697919118175
PCT_WETLANDS_REMAINING,N_INDEX_CDLNLCD11_PCT_HAZ,0.2748294575010899
PCT_WETLANDS_REMAINING,DASYMETRIC_POPULATION_DEN_RZ,0.498420325341237
PCT_WETLANDS_REMAINING,NRSA_AQUATIC_COND_MEAN,0.4127912146622381
PCT_WETLANDS_REMAINING,latitude_dd,0.35796790302875575
PCT_WETLANDS_REMAINING,DAM_DENSITY_PER_KM_STRM,0.3489956505491564
PCT_WETLANDS_REMAINING,ROADS_ALL_DENSITY_2014_RZ,0.05271782595209118
PCT_WETLANDS_REMAINING,spei12,0.11283633139190209
PCT_WETLANDS_REMAINING,longitude_dd,0.28259329192949983
PCT_WETLANDS_REMAINING,MEAN_WILDFIRE_RISK,0.1586192179330116
PCT_WETLANDS_REMAINING,HVH_WILDFIRE_RISK_PCT,0.09132045907498222
PCT_WETLANDS_REMAINING,ECOREGION2013L3_1STCODE,-0.06985868280189067
PCT_WETLANDS_REMAINING,ROAD_2015_STRM_X_DENS_WS,-0.38569883291448875
PCT_WETLANDS_REMAINING,capt_yr,0.41817706758022155
PCT_WETLANDS_REMAINING,pcpn_noaa,0.12136956858087351
PCT_WETLANDS_REMAINING,capt_mon,-0.004627321978522766
PCT_WETLANDS_REMAINING,DOM_H2O_USE_MGD_2005_WS,0.21652736293704472
PCT_WETLANDS_REMAINING,DASYMETRIC_POPULATION_DEN_WS,0.24394922998193114
PCT_WETLANDS_REMAINING,IND_H2O_USE_MGD_WS,0.25803911532507123
PCT_WETLANDS_REMAINING,areasqkm,-0.3238190544372532
PCT_WETLANDS_REMAINING,U_INDEX2_CHG_2001_11_PCT_RZ,0.20387709727306078
PCT_WETLANDS_REMAINING,GAP_PROT_1_2_PCT_WS,0.14559849133519423
PCT_WETLANDS_REMAINING,U_INDEX2_CHG_2001_11_PCT_WS,0.08287279714109634
PCT_WETLANDS_REMAINING,DAM_STORAGE_RATIO,-0.21202092989986723
PCT_WETLANDS_REMAINING,U_INDEX_CHG_2001_11_PCT_RZ,0.18482226174067948
PCT_WETLANDS_REMAINING,U_INDEX_CHG_2001_11_PCT_WS,0.10627579115669826
PCT_WETLANDS_REMAINING,NFHP15_HCI_LOCAL_WS,-0.30286337289418697
PCT_WETLANDS_REMAINING,MINET_DEN,-0.13369289060575654
PCT_WETLANDS_REMAINING,AG_HYDRIC_PCT_WS,-0.1497415080621462
PCT_WETLANDS_REMAINING,AG_H2O_USE_05_WS,-0.25329010001994323
PCT_WETLANDS_REMAINING,PCT_IMPERVIOUSNESS2011_MEAN_WS,-0.04384756446456805
PCT_WETLANDS_REMAINING,DITCH_DRAINAGE_WS_PCT,-0.0918236116144164
PCT_WETLANDS_REMAINING,ICLUS_IC_DIFF_PCT,-0.16969068286281228
PCT_WETLANDS_REMAINING,CROP_MH_URB_CDLNLCD11_PCT_RZ,-0.25090813507747717
spei24,tmin_noaa,0.22207754070457397
spei24,tmax_noaa,0.2708809768476356
spei24,N_INDEX2_CDLNLCD11_PCT_HAZ,0.026233207598904382
spei24,pmdi_noaa,0.49903212755000603
spei24,pdsi_noaa,0.45026895512422044
spei24,phdi_noaa,0.5160431333222214
spei24,N_INDEX_CDLNLCD11_PCT_HAZ,0.008765194968540108
spei24,DASYMETRIC_POPULATION_DEN_RZ,0.10314886846463953
spei24,NRSA_AQUATIC_COND_MEAN,-0.15653070037126612
spei24,latitude_dd,0.040530785274231526
spei24,DAM_DENSITY_PER_KM_STRM,0.09446805334351037
spei24,ROADS_ALL_DENSITY_2014_RZ,0.03476261832804238
spei24,spei12,0.4678258021881549
spei24,longitude_dd,0.11714867213708863
spei24,MEAN_WILDFIRE_RISK,0.11793726053611103
spei24,HVH_WILDFIRE_RISK_PCT,0.10792846609920408
spei24,ECOREGION2013L3_1STCODE,0.12801121384848405
spei24,ROAD_2015_STRM_X_DENS_WS,-0.06146568541939205
spei24,capt_yr,-0.07007935947724768
spei24,pcpn_noaa,-0.121431343173379
spei24,capt_mon,0.13163856655852657
spei24,DOM_H2O_USE_MGD_2005_WS,0.07347429608281505
spei24,DASYMETRIC_POPULATION_DEN_WS,0.09643040784179875
spei24,IND_H2O_USE_MGD_WS,0.09751284095930435
spei24,areasqkm,-0.21575916245330246
spei24,U_INDEX2_CHG_2001_11_PCT_RZ,-0.019385982008209787
spei24,GAP_PROT_1_2_PCT_WS,-0.22249804813598714
spei24,U_INDEX2_CHG_2001_11_PCT_WS,-0.1293724316419334
spei24,DAM_STORAGE_RATIO,-0.03777701975691221
spei24,U_INDEX_CHG_2001_11_PCT_RZ,-0.046870224637636314
spei24,U_INDEX_CHG_2001_11_PCT_WS,-0.15515204428878468
spei24,NFHP15_HCI_LOCAL_WS,-0.08722713115072772
spei24,MINET_DEN,-0.38221528135646987
spei24,AG_HYDRIC_PCT_WS,0.02532312095331014
spei24,AG_H2O_USE_05_WS,-0.04339835389148875
spei24,PCT_IMPERVIOUSNESS2011_MEAN_WS,-0.34253950914223996
spei24,DITCH_DRAINAGE_WS_PCT,-0.20133686745581877
spei24,ICLUS_IC_DIFF_PCT,-0.2221453236110928
spei24,CROP_MH_URB_CDLNLCD11_PCT_RZ,-0.2217063306908624
tmin_noaa,tmax_noaa,0.9635218490375776
tmin_noaa,N_INDEX2_CDLNLCD11_PCT_HAZ,0.17711152933290877
tmin_noaa,pmdi_noaa,0.1302666142652365
tmin_noaa,pdsi_noaa,0.06206793075237933
tmin_noaa,phdi_noaa,0.14081019737667547
tmin_noaa,N_INDEX_CDLNLCD11_PCT_HAZ,0.14206060781639607
tmin_noaa,DASYMETRIC_POPULATION_DEN_RZ,0.12068814105966826
tmin_noaa,NRSA_AQUATIC_COND_MEAN,0.07262076055152107
tmin_noaa,latitude_dd,0.0331900430192058
tmin_noaa,DAM_DENSITY_PER_KM_STRM,0.039304618907614046
tmin_noaa,ROADS_ALL_DENSITY_2014_RZ,0.1488939704179594
tmin_noaa,spei12,0.11811321353435905
tmin_noaa,longitude_dd,0.050183028535214225
tmin_noaa,MEAN_WILDFIRE_RISK,-0.012464617996403417
tmin_noaa,HVH_WILDFIRE_RISK_PCT,-0.06733271130452055
tmin_noaa,ECOREGION2013L3_1STCODE,-0.00971370975631726
tmin_noaa,ROAD_2015_STRM_X_DENS_WS,0.18745813309274043
tmin_noaa,capt_yr,0.010267622835863603
tmin_noaa,pcpn_noaa,-0.6028097778409414
tmin_noaa,capt_mon,0.3141028722424981
tmin_noaa,DOM_H2O_USE_MGD_2005_WS,0.0715438138903929
tmin_noaa,DASYMETRIC_POPULATION_DEN_WS,0.06333170484739106
tmin_noaa,IND_H2O_USE_MGD_WS,0.037287148277253615
tmin_noaa,areasqkm,0.10875275726812735
tmin_noaa,U_INDEX2_CHG_2001_11_PCT_RZ,-0.09162615938402192
tmin_noaa,GAP_PROT_1_2_PCT_WS,-0.3558755200346569
tmin_noaa,U_INDEX2_CHG_2001_11_PCT_WS,-0.20838438137282414
tmin_noaa,DAM_STORAGE_RATIO,-0.054450200859144884
tmin_noaa,U_INDEX_CHG_2001_11_PCT_RZ,-0.14203701806668276
tmin_noaa,U_INDEX_CHG_2001_11_PCT_WS,-0.24945983616513775
tmin_noaa,NFHP15_HCI_LOCAL_WS,-0.19466178291663255
tmin_noaa,MINET_DEN,0.017674995516179674
tmin_noaa,AG_HYDRIC_PCT_WS,-0.20682738030998726
tmin_noaa,AG_H2O_USE_05_WS,-0.17714933185091794
tmin_noaa,PCT_IMPERVIOUSNESS2011_MEAN_WS,-0.006421404292004782
tmin_noaa,DITCH_DRAINAGE_WS_PCT,-0.3598203608429147
tmin_noaa,ICLUS_IC_DIFF_PCT,-0.10646541802348326
tmin_noaa,CROP_MH_URB_CDLNLCD11_PCT_RZ,-0.1831982797105622
tmax_noaa,N_INDEX2_CDLNLCD11_PCT_HAZ,0.17433064805187995
tmax_noaa,pmdi_noaa,0.08733820287584235
tmax_noaa,pdsi_noaa,0.01971364722729892
tmax_noaa,phdi_noaa,0.0981924459542367
tmax_noaa,N_INDEX_CDLNLCD11_PCT_HAZ,0.14593136171422658
tmax_noaa,DASYMETRIC_POPULATION_DEN_RZ,0.09354276629509342
tmax_noaa,NRSA_AQUATIC_COND_MEAN,0.026293909993082495
tmax_noaa,latitude_dd,-8.248775062600392e-4
tmax_noaa,DAM_DENSITY_PER_KM_STRM,0.04589929842620434
tmax_noaa,ROADS_ALL_DENSITY_2014_RZ,0.07517680498043654
tmax_noaa,spei12,0.13939530106732814
tmax_noaa,longitude_dd,0.10070553119830054
tmax_noaa,MEAN_WILDFIRE_RISK,0.01888912748129061
tmax_noaa,HVH_WILDFIRE_RISK_PCT,-0.047876959537022104
tmax_noaa,ECOREGION2013L3_1STCODE,-0.00864083568483238
tmax_noaa,ROAD_2015_STRM_X_DENS_WS,0.12168083727245274
tmax_noaa,capt_yr,0.026584619302131334
tmax_noaa,pcpn_noaa,-0.7263744524463003
tmax_noaa,capt_mon,0.3816102006769209
tmax_noaa,DOM_H2O_USE_MGD_2005_WS,0.0659603121343067
tmax_noaa,DASYMETRIC_POPULATION_DEN_WS,0.06068593124674231
tmax_noaa,IND_H2O_USE_MGD_WS,0.04703567802294428
tmax_noaa,areasqkm,0.04744855202533318
tmax_noaa,U_INDEX2_CHG_2001_11_PCT_RZ,-0.08702754477847384
tmax_noaa,GAP_PROT_1_2_PCT_WS,-0.3598182925679804
tmax_noaa,U_INDEX2_CHG_2001_11_PCT_WS,-0.2009120839379759
tmax_noaa,DAM_STORAGE_RATIO,-0.07326507983987748
tmax_noaa,U_INDEX_CHG_2001_11_PCT_RZ,-0.13526868717030796
tmax_noaa,U_INDEX_CHG_2001_11_PCT_WS,-0.2428186676673295
tmax_noaa,NFHP15_HCI_LOCAL_WS,-0.13681825621558452
tmax_noaa,MINET_DEN,-0.04836590570075712
tmax_noaa,AG_HYDRIC_PCT_WS,-0.19068927340953745
tmax_noaa,AG_H2O_USE_05_WS,-0.1399958713567531
tmax_noaa,PCT_IMPERVIOUSNESS2011_MEAN_WS,-0.06744081150267943
tmax_noaa,DITCH_DRAINAGE_WS_PCT,-0.3063819449517576
